timestamp,open,high,low,close,volume
2025-05-05 10:39:00,0.07084,0.07084,0.06918,0.06918,280.0
2025-05-05 10:40:00,0.06918,0.07224,0.06257,0.06972,43470.0
2025-05-05 10:41:00,0.06972,0.07158,0.06961,0.07073,177930.0
2025-05-05 10:42:00,0.07073,0.0719,0.07045,0.07094,522570.0
2025-05-05 10:43:00,0.07094,0.07272,0.07044,0.07139,499070.0
2025-05-05 10:44:00,0.07139,0.07246,0.07092,0.07131,1119670.0
2025-05-05 10:45:00,0.07131,0.07254,0.07077,0.07118,970270.0
2025-05-05 10:46:00,0.07118,0.07342,0.07077,0.07155,1308630.0
2025-05-05 10:47:00,0.07155,0.07174,0.06943,0.07029,1200460.0
2025-05-05 10:48:00,0.07029,0.07137,0.06853,0.0693,1169380.0
2025-05-05 10:49:00,0.0693,0.06957,0.06842,0.06884,687040.0
2025-05-05 10:50:00,0.06884,0.06933,0.0674,0.06873,1134360.0
2025-05-05 10:51:00,0.06873,0.06969,0.068,0.06921,1051620.0
2025-05-05 10:52:00,0.06921,0.07025,0.06879,0.07005,1283960.0
2025-05-05 10:53:00,0.07005,0.07034,0.0696,0.07,335400.0
2025-05-05 10:54:00,0.07,0.07099,0.06981,0.07053,630770.0
2025-05-05 10:55:00,0.07053,0.07074,0.07019,0.07034,102260.0
2025-05-05 10:56:00,0.07034,0.07049,0.06978,0.07001,169620.0
2025-05-05 10:57:00,0.07001,0.07048,0.06931,0.07016,255980.0
2025-05-05 10:58:00,0.07016,0.07065,0.06978,0.06994,354540.0
2025-05-05 10:59:00,0.06994,0.07019,0.06947,0.06949,468520.0
2025-05-05 11:00:00,0.06949,0.06966,0.06825,0.06911,1123340.0
2025-05-05 11:01:00,0.06911,0.07011,0.06901,0.06953,995200.0
2025-05-05 11:02:00,0.06953,0.0708,0.06951,0.07069,1694350.0
2025-05-05 11:03:00,0.07069,0.07136,0.07043,0.07056,1689030.0
2025-05-05 11:04:00,0.07056,0.07101,0.07014,0.07064,1567450.0
2025-05-05 11:05:00,0.07064,0.07207,0.07055,0.07149,2251040.0
2025-05-05 11:06:00,0.07149,0.07192,0.07105,0.07159,2461130.0
2025-05-05 11:07:00,0.07159,0.07166,0.07106,0.07136,1805140.0
2025-05-05 11:08:00,0.07136,0.07184,0.0713,0.07168,1040230.0
2025-05-05 11:09:00,0.07168,0.07253,0.07162,0.07226,2665080.0
2025-05-05 11:10:00,0.07226,0.0724,0.07116,0.07116,2129040.0
2025-05-05 11:11:00,0.07116,0.0716,0.07046,0.07147,1917540.0
2025-05-05 11:12:00,0.07147,0.07156,0.0707,0.07078,1071560.0
2025-05-05 11:13:00,0.07078,0.07099,0.0703,0.0706,1078380.0
